conta_contabil;uniorcam;saldo_atual_debito;saldo_atual_credito;especificacao;escrituracao;data_inicial;data_final;data_geracao;conferencia_externa;conferencia_saldo;conferencia_nivel;conferencia_natureza
2.3.7.1.2.01.00.00.00.00.00.000;0201;0,00;0,00;"SUPERAVITS OU DEFICITS DO EXERCICIO";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
2.3.7.1.2.01.00.00.00.00.00.000;1201;0,00;0,00;"SUPERAVITS OU DEFICITS DO EXERCICIO";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
2.3.7.1.2.02.00.00.00.00.00.000;0201;0,00;0,00;"SUPERAVITS OU DEFICITS DE EXERCICIOS ANTERIORES";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
2.3.7.1.2.02.00.00.00.00.00.000;1201;0,00;0,00;"SUPERAVITS OU DEFICITS DE EXERCICIOS ANTERIORES";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
2.3.7.1.3.00.00.00.00.00.00.000;0201;0,00;32.497.661,22;"SUPERAVITS OU DEFICITS ACUMULADOS - INTER OFSS - UNIAO";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
2.3.7.1.3.01.00.00.00.00.00.000;0201;0,00;0,00;"SUPERAVITS OU DEFICITS DO EXERCICIO";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
2.3.7.1.3.02.00.00.00.00.00.000;0201;0,00;32.497.661,22;"SUPERAVITS OU DEFICITS DE EXERCICIOS ANTERIORES";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
2.3.7.1.4.00.00.00.00.00.00.000;0201;0,00;29.826.242,89;"SUPERAVITS OU DEFICITS ACUMULADOS - INTER OFSS - ESTADO";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
2.3.7.1.4.01.00.00.00.00.00.000;0201;0,00;0,00;"SUPERAVITS OU DEFICITS DO EXERCICIO";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
2.3.7.1.4.02.00.00.00.00.00.000;0201;0,00;29.826.242,89;"SUPERAVITS OU DEFICITS DE EXERCICIOS ANTERIORES";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.0.0.0.0.00.00.00.00.00.00.000;0201;37.569.425,75;0,00;"VARIACAO PATRIMONIAL DIMINUTIVA";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.1.0.0.0.00.00.00.00.00.00.000;0201;3.364.552,93;0,00;"PESSOAL E ENCARGOS";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.1.1.0.0.00.00.00.00.00.00.000;0201;2.600.109,41;0,00;"REMUNERACAO A PESSOAL";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.1.1.1.0.00.00.00.00.00.00.000;0201;2.036.877,61;0,00;"REMUNERACAO A PESSOAL ATIVO CIVIL – ABRANGIDOS PELO RPPS";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.1.1.1.1.00.00.00.00.00.00.000;0201;2.036.877,61;0,00;"REMUNERACAO A PESSOAL ATIVO CIVIL – ABRANGIDOS PELO RPPS - CONSOLIDACAO";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.1.1.1.1.01.00.00.00.00.00.000;0201;1.994.611,47;0,00;"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL - RPPS";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.1.1.1.1.01.01.00.00.00.00.000;0201;1.381.233,50;0,00;"VENCIMENTOS E SALARIOS";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.1.1.1.1.01.02.00.00.00.00.000;0201;15.991,49;0,00;"ADICIONAL NOTURNO";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.1.1.1.1.01.06.00.00.00.00.000;0201;76.760,86;0,00;"ADICIONAL DE INSALUBRIDADE";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.1.1.1.1.01.14.00.00.00.00.000;0201;5.435,76;0,00;"GRATIFICACAO POR EXERCICIO DE CARGOS";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.1.1.1.1.01.16.00.00.00.00.000;0201;85.708,74;0,00;"GRATIFICACAO POR EXERCICIO DE FUNCOES";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.1.1.1.1.01.18.00.00.00.00.000;0201;140.272,50;0,00;"GRATIFICACAO DE TEMPO DE SERVICO";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.1.1.1.1.01.19.00.00.00.00.000;0201;31.597,43;0,00;"GRATIFICACOES ESPECIAIS";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.1.1.1.1.01.22.00.00.00.00.000;0201;127.053,26;0,00;"13o SALARIO";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.1.1.1.1.01.22.00.00.00.00.000;1201;40.009,72;0,00;"13o SALARIO";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.1.1.1.1.01.24.00.00.00.00.000;0201;85.853,67;0,00;"FERIAS – ABONO CONSTITUCIONAL";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.1.1.1.1.01.25.00.00.00.00.000;0201;2.366,42;0,00;LICENCA-PREMIO;S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.1.1.1.1.01.32.00.00.00.00.000;0201;2.328,12;0,00;"GRATIFICACAO POR EXERCICIO DE CARGO EM COMISSAO";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.1.1.1.1.02.00.00.00.00.00.000;0201;42.266,14;0,00;"OUTRAS DESPESAS VARIAVEIS - PESSOAL CIVIL - RPPS";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.1.1.1.1.02.03.00.00.00.00.000;0201;42.266,14;0,00;"SERVICOS EXTRAORDINARIOS";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.1.1.2.0.00.00.00.00.00.00.000;0201;563.231,80;0,00;"REMUNERACAO A PESSOAL ATIVO CIVIL – ABRANGIDOS PELO RGPS";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.1.1.2.1.00.00.00.00.00.00.000;0201;563.231,80;0,00;"REMUNERACAO A PESSOAL ATIVO CIVIL – ABRANGIDOS PELO RGPS - CONSOLIDACAO";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.1.1.2.1.01.00.00.00.00.00.000;0201;508.602,13;0,00;"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL - RGPS";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.1.1.2.1.01.01.00.00.00.00.000;0201;202.514,26;0,00;"VENCIMENTOS E SALARIOS";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.1.1.2.1.01.06.00.00.00.00.000;0201;6.219,52;0,00;"ADICIONAL DE INSALUBRIDADE";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.1.1.2.1.01.18.00.00.00.00.000;0201;1.238,16;0,00;"GRATIFICACAO DE TEMPO DE  SERVICO";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.1.1.2.1.01.19.00.00.00.00.000;0201;3.946,67;0,00;"GRATIFICACOES ESPECIAIS";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.1.1.2.1.01.22.00.00.00.00.000;0201;38.041,19;0,00;"13o SALARIO";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.1.1.2.1.01.24.00.00.00.00.000;0201;55.613,86;0,00;"FERIAS - ABONO CONSTITUCIONAL";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.1.1.2.1.01.31.00.00.00.00.000;0201;163.755,00;0,00;SUBSIDIOS;S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.1.1.2.1.01.99.00.00.00.00.000;0201;37.273,47;0,00;"OUTROS VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL - RGPS";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.1.1.2.1.02.00.00.00.00.00.000;0201;275,60;0,00;"OUTRAS VPD VARIAVEIS - PESSOAL CIVIL - RGPS";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.1.1.2.1.02.03.00.00.00.00.000;0201;275,60;0,00;"SERVICOS EXTRAORDINARIOS";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.1.1.2.1.04.00.00.00.00.00.000;0201;54.354,07;0,00;"CONTRATACAO POR TEMPO DETERMINADO";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.1.1.2.1.04.18.00.00.00.00.000;0201;3.065,90;0,00;"SERVICOS EVENTUAIS DE ASSISTENCIA SOCIAL";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.1.1.2.1.04.99.00.00.00.00.000;0201;51.288,17;0,00;"OUTRAS CONTRATACOES POR TEMPO DETERMINADO";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.1.2.0.0.00.00.00.00.00.00.000;0201;764.443,52;0,00;"ENCARGOS PATRONAIS";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.1.2.1.0.00.00.00.00.00.00.000;0201;652.382,36;0,00;"ENCARGOS PATRONAIS - RPPS";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.1.2.1.2.00.00.00.00.00.00.000;0201;652.382,36;0,00;"ENCARGOS PATRONAIS - RPPS - INTRA OFSS";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.1.2.1.2.01.00.00.00.00.00.000;0201;285.333,79;0,00;"CONTRIBUICAO PATRONAL PARA O RPPS";S;2021-01-01;2021-03-31;2021-04-22;;testContribuicaoPatronalNormalEmContasDeResultado;;testFechamentoDosLancamentosNasContasPatrimoniais
3.1.2.1.2.01.00.00.00.00.00.000;1201;4.598,79;0,00;"CONTRIBUICAO PATRONAL PARA O RPPS";S;2021-01-01;2021-03-31;2021-04-22;;testContribuicaoPatronalNormalEmContasDeResultado;;testFechamentoDosLancamentosNasContasPatrimoniais
3.1.2.1.2.99.00.00.00.00.00.000;0201;362.449,78;0,00;"OUTROS ENCARGOS PATRONAIS - RPPS";S;2021-01-01;2021-03-31;2021-04-22;;testContribuicaoPatronalSuplementarEmContasDeResultado;;testFechamentoDosLancamentosNasContasPatrimoniais
3.1.2.2.0.00.00.00.00.00.00.000;0201;103.299,87;0,00;"ENCARGOS PATRONAIS - RGPS";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.1.2.2.3.00.00.00.00.00.00.000;0201;103.299,87;0,00;"ENCARGOS PATRONAIS - RGPS - INTER OFSS - UNIAO";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.1.2.2.3.01.00.00.00.00.00.000;0201;103.299,87;0,00;"CONTRIBUICOES PREVIDENCIARIAS - RGPS";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.1.2.3.0.00.00.00.00.00.00.000;0201;8.761,29;0,00;"ENCARGOS PATRONAIS - FGTS";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.1.2.3.1.00.00.00.00.00.00.000;0201;8.761,29;0,00;"ENCARGOS PATRONAIS - FGTS - CONSOLIDACAO";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.1.2.3.1.01.00.00.00.00.00.000;0201;8.761,29;0,00;FGTS;S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.2.0.0.0.00.00.00.00.00.00.000;0201;728.912,15;0,00;"BENEFICIOS PREVIDENCIARIOS E ASSISTENCIAIS";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.2.1.0.0.00.00.00.00.00.00.000;0201;462.234,15;0,00;"APOSENTADORIAS E REFORMAS";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.2.1.1.0.00.00.00.00.00.00.000;0201;462.234,15;0,00;"APOSENTADORIAS - RPPS";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.2.1.1.1.00.00.00.00.00.00.000;0201;462.234,15;0,00;"APOSENTADORIAS - RPPS - CONSOLIDACAO";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.2.1.1.1.01.00.00.00.00.00.000;0201;462.234,15;0,00;"PROVENTOS - PESSOAL CIVIL";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.2.1.1.1.01.01.00.00.00.00.000;1201;55.346,46;0,00;"APOSENTADORIAS POR TEMPO DE CONTRIBUICAO";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.2.1.1.1.01.03.00.00.00.00.000;1201;64.307,40;0,00;"APOSENTADORIAS POR INVALIDEZ";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.2.1.1.1.01.07.00.00.00.00.000;1201;223.232,28;0,00;"APOSENTADORIAS PROFESSOR";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.2.1.1.1.01.99.00.00.00.00.000;1201;119.348,01;0,00;"OUTRAS APOSENTADORIAS ESPECIAIS";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.2.2.0.0.00.00.00.00.00.00.000;0201;148.347,79;0,00;PENSOES;N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.2.2.1.0.00.00.00.00.00.00.000;0201;148.347,79;0,00;"PENSOES - RPPS";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.2.2.1.1.00.00.00.00.00.00.000;0201;148.347,79;0,00;"PENSOES - RPPS - CONSOLIDACAO";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.2.2.1.1.01.00.00.00.00.00.000;1201;148.347,79;0,00;"PROVENTOS DE PENSOES";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.2.9.0.0.00.00.00.00.00.00.000;0201;118.330,21;0,00;"OUTROS BENEFICIOS ASSISTENCIAIS";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.2.9.1.0.00.00.00.00.00.00.000;0201;118.330,21;0,00;"OUTROS BENEFICIOS ASSISTENCIAIS - SERVIDOR CIVIL";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.2.9.1.1.00.00.00.00.00.00.000;0201;118.330,21;0,00;"OUTROS BENEFICIOS ASSISTENCIAIS - SERVIDOR CIVIL - CONSOLIDACAO";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.2.9.1.1.10.00.00.00.00.00.000;0201;71.690,82;0,00;AUXILIO-DOENCA;S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.2.9.1.1.11.00.00.00.00.00.000;0201;45.050,02;0,00;"SALARIO MATERNIDADE";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.2.9.1.1.12.00.00.00.00.00.000;0201;1.589,37;0,00;SALARIO-FAMILIA;N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.2.9.1.1.12.01.00.00.00.00.000;0201;1.589,37;0,00;"SALARIO FAMILIA - ATIVO PESSOAL CIVIL";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.3.0.0.0.00.00.00.00.00.00.000;0201;1.611.188,14;0,00;"USO DE BENS, SERVICOS E CONSUMO DE CAPITAL FIXO";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.3.1.0.0.00.00.00.00.00.00.000;0201;651.356,48;0,00;"USO DE MATERIAL DE CONSUMO";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.3.1.1.0.00.00.00.00.00.00.000;0201;633.020,98;0,00;"CONSUMO DE MATERIAL";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.3.1.1.1.00.00.00.00.00.00.000;0201;633.020,98;0,00;"CONSUMO DE MATERIAL - CONSOLIDACAO";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.3.1.1.1.01.00.00.00.00.00.000;0201;70.848,15;0,00;"COMBUSTIVEIS E LUBRIFICANTES AUTOMOTIVOS";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.3.1.1.1.03.00.00.00.00.00.000;0201;904,50;0,00;"GAS E OUTROS MATERIAIS ENGARRAFADOS";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.3.1.1.1.06.00.00.00.00.00.000;0201;241.608,38;0,00;"GENEROS ALIMENTACAO";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.3.1.1.1.08.00.00.00.00.00.000;0201;45.525,75;0,00;"MATERIAL FARMACOLOGICO";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.3.1.1.1.09.00.00.00.00.00.000;0201;2.323,94;0,00;"MATERIAL ODONTOLOGICO";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.3.1.1.1.10.00.00.00.00.00.000;0201;3.237,92;0,00;"MATERIAL QUIMICO";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.3.1.1.1.15.00.00.00.00.00.000;0201;6.359,40;0,00;"MATERIAL PARA FESTIVIDADES E HOMENAGENS";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.3.1.1.1.16.00.00.00.00.00.000;0201;15.184,10;0,00;"MATERIAL DE EXPEDIENTE";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.3.1.1.1.16.00.00.00.00.00.000;0201;145,60;0,00;"MATERIAL DE EXPEDIENTE";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.3.1.1.1.17.00.00.00.00.00.000;0201;4.224,76;0,00;"MATERIAL DE PROCESSAMENTO DE DADOS";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.3.1.1.1.19.00.00.00.00.00.000;0201;393,80;0,00;"MATERIAL DE ACONDICIONAMENTO E EMBALAGEM";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.3.1.1.1.21.00.00.00.00.00.000;0201;847,40;0,00;"MATERIAL DE COPA E COZINHA";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.3.1.1.1.22.00.00.00.00.00.000;0201;6.237,50;0,00;"MATERIAL DE LIMPEZA E PRODUTOS DE HIGIENIZACAO";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.3.1.1.1.22.00.00.00.00.00.000;0201;556,00;0,00;"MATERIAL DE LIMPEZA E PRODUTOS DE HIGIENIZACAO";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.3.1.1.1.24.00.00.00.00.00.000;0201;48.154,07;0,00;"MATERIAL PARA MANUTENCAO DE BENS IMOVEIS E INSTALACOES";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.3.1.1.1.25.00.00.00.00.00.000;0201;410,00;0,00;"MATERIAL PARA MANUTENCAO DE BENS";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.3.1.1.1.26.00.00.00.00.00.000;0201;6.600,00;0,00;"MATERIAL ELETRICO E ELETRONICO";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.3.1.1.1.28.00.00.00.00.00.000;0201;1.024,60;0,00;"MATERIAL DE PROTECAO E SEGURANCA";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.3.1.1.1.28.00.00.00.00.00.000;0201;1.470,00;0,00;"MATERIAL DE PROTECAO E SEGURANCA";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.3.1.1.1.31.00.00.00.00.00.000;0201;253,50;0,00;"SEMENTES, MUDAS DE PLANTAS E INSUMOS";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.3.1.1.1.35.00.00.00.00.00.000;0201;10.025,50;0,00;"MATERIAL LABORATORIAL";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.3.1.1.1.36.00.00.00.00.00.000;0201;34.279,87;0,00;"MATERIAL HOSPITALAR";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.3.1.1.1.39.00.00.00.00.00.000;0201;34.826,95;0,00;"MATERIAL PARA MANUTENCAO DE VEICULOS";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.3.1.1.1.42.00.00.00.00.00.000;0201;304,00;0,00;FERRAMENTAS;S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.3.1.1.1.44.00.00.00.00.00.000;0201;522,70;0,00;"MATERIAL DE SINALIZACAO VISUAL E OUTROS";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.3.1.1.1.44.00.00.00.00.00.000;0201;700,00;0,00;"MATERIAL DE SINALIZACAO VISUAL E OUTROS";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.3.1.1.1.54.00.00.00.00.00.000;0201;11.214,70;0,00;"MATERIAL P/MANUT. CONSERV. DE ESTRADAS E VIAS";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.3.1.1.1.71.00.00.00.00.00.000;0201;31.746,24;0,00;"MATERIAIS PARA CONSERVACAO E MANUTENCAO DE BENS DE USO COMUM DO POVO";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.3.1.1.1.99.00.00.00.00.00.000;0201;53.091,65;0,00;"OUTROS MATERIAIS DE CONSUMO";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.3.1.2.0.00.00.00.00.00.00.000;0201;18.335,50;0,00;"DISTRIBUICAO DE MATERIAL GRATUITO";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.3.1.2.1.00.00.00.00.00.00.000;0201;18.335,50;0,00;"DISTRIBUICAO DE MATERIAL GRATUITO - CONSOLIDACAO";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.3.1.2.1.01.00.00.00.00.00.000;0201;8.328,00;0,00;"MERCADORIAS DOADAS";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.3.1.2.1.02.00.00.00.00.00.000;0201;10.007,50;0,00;"MATERIAL DESTINADO A ASSISTENCIA SOCIAL";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.3.2.0.0.00.00.00.00.00.00.000;0201;612.564,83;0,00;SERVICOS;N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.3.2.1.0.00.00.00.00.00.00.000;0201;15.442,09;0,00;DIARIAS;N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.3.2.1.1.00.00.00.00.00.00.000;0201;15.442,09;0,00;"DIARIAS - CONSOLIDACAO";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.3.2.1.1.01.00.00.00.00.00.000;0201;15.442,09;0,00;"DIARIAS PESSOAL CIVIL";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.3.2.2.0.00.00.00.00.00.00.000;0201;28.403,49;0,00;"SERVICOS TERCEIROS - PF";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.3.2.2.1.00.00.00.00.00.00.000;0201;28.403,49;0,00;"SERVICOS TERCEIROS - PF - CONSOLIDACAO";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
3.3.2.2.1.01.00.00.00.00.00.000;0201;9.062,09;0,00;"CONSULTORIA E ASSESSORIA";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasPatrimoniais
